|text|score
7321|a shame that stealing harvard is too busy getting in its own way to be anything but frustrating  boring  and forgettable|0.0
7322|though writerdirector bart freundlichs film ultimately becomes a simplistic story about a dysfunctional parentchild relationship  it has some special qualities and the soulful gravity of crudups anchoring performance|1.0
7323|once again  director jackson strikes a rewarding balance between emotion on the human scale and actioneffects on the spectacular scale|1.0
7324|bad and baffling from the getgo|0.0
7325|leaves us wondering less about its ideas and more about its characterization of hitler and the contrived nature of its provocative conclusion|0.0
7326|the smartest bonehead comedy of the summer|1.0
7327|competently directed but terminally cute drama|0.0
7328|the man from elysian fields is a cold  blissless work that groans along thinking itself some important comment on how life throws us some beguiling curves|0.0
7329|puts a refreshing and comical spin on the alltoofamiliar saga of the contemporary single woman|1.0
7330|the techno tux is good for a few laughs  as are chan and hewitt  but when such a good design turns out to be a cheap knockoff  we cant recommend anything but a rental for the tuxedo|0.0
7331|this harrowing journey into combat hell vividly captures the chaotic insanity and personal tragedies that are all too abundant when human hatred spews forth unchecked|1.0
7332|a bigbudgetallstar movie as unblinkingly pure as the hours is a distinct rarity  and an event|1.0
7333|an honest  sensitive story from a vietnamese point of view|1.0
7334|could i have been more geeked when i heard that apollo 13 was going to be released in imax format  in a word  no|1.0
7335|its another retelling of alexandre dumas classic  why  who knows  but it works under the direction of kevin reynolds|1.0
7336|demeo is not without talent  he just needs better material|0.0
7337|a uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot|1.0
7338|it is too bad that this likable movie isnt more accomplished  the actors try hard but come off too amateurish and awkward|0.0
7339|the director seems to take an unseemly pleasure in the characters misery and at the same time to congratulate himself for having the guts to confront it|0.0
7340|sade achieves the nearimpossible  it turns the marquis de sade into a dullard|0.0
7341|cho continues her exploration of the outer limits of raunch with considerable brio|1.0
7342|boy oh boy  its a howler|0.0
7343|predictably soulless technotripe|0.0
7344|mr  caine and mr  fraser are the whole show here  with their memorable and resourceful performances|1.0
7345|hawkes film  a boring  pretentious waste of nearly two hours  doesnt tell you anything except that the chelsea hotel today is populated by whiny  pathetic  starving and untalented artistes|0.0
7346|yes  mibii is rote work and predictable  but with a philosophical visual coming right at the end that extravagantly redeems it|1.0
7347|most of the problems with the film dont derive from the screenplay  but rather the mediocre performances by most of the actors involved|0.0
7348|hoffmans performance is authentic to the core of his being|1.0
7349|a weak  manipulative  pencilthin story that is miraculously able to entertain anyway|1.0
7350|the wanton slipperiness of  corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art|1.0
7351|you might not want to hang out with samantha  but youll probably see a bit of yourself in her unfinished story|1.0
7352|this is surely one of the most frantic  virulent and foulnatured christmas season pics ever delivered by a hollywood studio|0.0
7353|while super troopers is above academy standards  its quintet of writers could still use some more schooling|0.0
7354|you have enough finely tuned acting to compensate for the movies failings|1.0
7355|this version incarnates the prophetic book in a way even its exacting author might admire|1.0
7356|spiderman is about growing strange hairs  getting a more mature body  and finding it necessary to hide new secretions from the parental units|1.0
7357|harris is supposed to be the star of the story  but comes across as pretty dull and wooden|0.0
7358|paid in full is so stale  in fact  that its most vibrant scene is one that uses clips from brian de palmas scarface  thats a cheat|0.0
7359|the misery of these people becomes just another voyeuristic spectacle  to be consumed and forgotten|0.0
7360|making such a tragedy the backdrop to a love story risks trivializing it  though chouraqui no doubt intended the film to affirm loves power to help people endure almost unimaginable horror|1.0
7361|compared to his series of spectacular belly flops both on and off the screen  runteldat is something of a triumph|1.0
7362|to blandly go where we went 8 movies ago|0.0
7363|that frenetic spectacle on the tv show has usually been leavened by a charm thats conspicuously missing from the girls bigscreen blowout|0.0
7364|despite its flaws    belinsky is still able to create an engaging story that keeps you guessing at almost every turn|1.0
7365|extremely bad|0.0
7366|take any 12yearold boy to see this picture  and hell be your slave for a year|1.0
7367|dull and mechanical  kinda like a very goofy museum exhibit|0.0
7368|some movies can get by without being funny simply by structuring the scenes as if they were jokes  a setup  delivery and payoff  stealing harvard cant even do that much  each scene immediately succumbs to gravity and plummets to earth|0.0
7369|falls neatly into the category of good stupid fun|1.0
7370|a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of selfimportance|0.0
7371|denis forges out of the theories of class based rage and sisterly obsession a razorsided tuning fork that rings with cultural  sexual and social discord|1.0
7372|fred schepisis tale of four englishmen facing the prospect of their own mortality views youthful affluence not as a lost ideal but a starting point|1.0
7373|miyazaki is one of world cinemas most wondrously gifted artists and storytellers|1.0
7374|as the story moves inexorably through its seven day timeframe  the picture becomes increasingly mesmerizing|1.0
7375|rashomonfordipsticks tale|0.0
7376|emerges as something rare  an issue movie thats so honest and keenly observed that it doesnt feel like one|1.0
7377|for something as splendidlooking as this particular film  the viewer expects something special but instead gets scifi rehash|0.0
7378|a baffling misfire  and possibly the weakest movie woody allen has made in the last twenty years|0.0
7379|an overstylized  pured mlange of sex  psychology  drugs and philosophy  sometimes entertaining  sometimes indulgent  but never less than pure wankery|0.0
7380|drops you into a dizzying  volatile  pressurecooker of a situation that quickly snowballs out of control  while focusing on the what much more than the why|1.0
7381|it has the courage to wonder about big questions with sincerity and devotion  it risks seeming slow and pretentious  because it thinks the gamble is worth the promise|1.0
7382|horrid little propaganda film with fascinating connections not only to the serbs themselves but also to a network of american rightwing extremists|0.0
7383|a surprisingly solid achievement by director malcolm d  lee and writer john ridley|1.0
7384|a thoroughly enjoyable  heartfelt comingofage comedy|1.0
7385|such master screenwriting comes courtesy of john pogue  the yale grad who previously gave us  the skulls  and last years  rollerball   enough said  except  film overboard|0.0
7386|solondz is without doubt an artist of uncompromising vision  but that vision is beginning to feel  if not morally bankrupt  at least terribly monotonous|0.0
7387|malone does have a gift for generating nightmarish images that will be hard to burn out of your brain  but the movies narrative hook is way too muddled to be an effectively chilling guilty pleasure|0.0
7388|sometimes  fond memories should stay in the past  a lesson this film teaches all too well|0.0
7389|give shapiro  goldman  and bolado credit for good intentions  but theres nothing here that they couldnt have done in half an hour|0.0
7390|the movie is so thoughtlessly assembled|0.0
7391|it wont harm anyone  but neither can i think of a very good reason to rush right out and see it  after all  itll probably be in video stores by christmas  and it might just be better suited to a night in the living room than a night at the movies|0.0
7392|fluffy and disposible|0.0
7393|this is such a dazzlingly selfassured directorial debut that its hard to know what to praise first|1.0
7394|dilbert without the righton satiric humor|0.0
7395|one of the most ingenious and entertaining thrillers ive seen in quite a long time|1.0
7396|harts war seems to want to be a character study  but apparently cant quite decide which character|0.0
7397|the problems of the people in love in the time of money are hardly specific to their era  they just have problems  which are neither original nor are presented in convincing way|0.0
7398|kapur fails to give his audience a single character worth rooting for  or worth rooting against  for that matter|0.0
7399|though certainly original in form  altar boys requires a taste for swamp thingtype animation  doubled with a deafening score|0.0
7400|works hard to establish rounded characters  but then has nothing fresh or particularly interesting to say about them|0.0
7401|nair just doesnt have the necessary selfcontrol to guide a loose  poorly structured film through the pitfalls of incoherence and redundancy|0.0
7402|there is only so much baked cardboard i need to chew|0.0
7403|the films essentially over by the meetcute|0.0
7404|the perfect film for those who like sick comedies that can be snide|1.0
7405|the april 2002 instalment of the american war for independence  complete with loads of cgi and bushels of violence  but not a drop of human blood|0.0
7406|too clumsy in key moments    to make a big splash|0.0
7407|what enlivens this film  beyond the astute direction of cardoso and beautifully detailed performances by all of the actors  is a note of defiance over social dictates|1.0
7408|for a movie about the power of poetry and passion  there is precious little of either|0.0
7409|an ebullient tunisian film about the startling transformation of a traditionbound widow who is drawn into the exotic world of belly dancing|1.0
7410|its technically sumptuous but also almost wildly alive|1.0
7411|works better in the conception than it does in the execution    winds up seeming just a little too clever|0.0
7412|the film is strictly routine|0.0
7413|a beautiful  timeless and universal tale of heated passions  jealousy  betrayal  forgiveness and murder|1.0
7414|if the very concept makes you nervous    youll have an idea of the films creepy  scary effectiveness|1.0
7415|the biggest problem with roger avarys uproar against the mpaa is that  even in all its directors cut glory  hes made a film thats barely shocking  barely interesting and most of all  barely anything|0.0
7416|yes  i have given this movie a rating of zero  but fans of the show should not consider this a diss  consider it perfection|0.0
7417|it takes a certain kind of horror movie to qualify as worse than expected   but ghost ship somehow manages to do exactly that|0.0
7418|the superior plotline isnt quite enough to drag along the dead  water  weight of the other|0.0
7419|theres a scientific law to be discerned here that producers would be well to heed  mediocre movies start to drag as soon as the action speeds up  when the explosions start  they fall to pieces|0.0
7420|the film belongs to the marvelous verdu  a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public|1.0
7421|to better understand why this didnt connect with me would require another viewing  and i wont be sitting through this one again    that in itself is commentary enough|0.0
7422|returning director rob minkoff    and screenwriter bruce joel rubin    have done a fine job of updating whites dry wit to a new age|1.0
7423|its difficult to say whether the tuxedo is more boring or embarrassingim prepared to call it a draw|0.0
7424|love may have been in the air onscreen  but i certainly wasnt feeling any of it|0.0
7425|in the era of the sopranos  it feels painfully redundant and inauthentic|0.0
7426|its riccis best work yet  this girlwoman who sincerely believes she can thwart the worlds misery with blind good will|1.0
7427|theres no point of view  no contemporary interpretation of joans prefeminist plight  so were left thinking the only reason to make the movie is because present standards allow for plenty of nudity|0.0
7428|it has the charm of the original american road movies  feasting on the gorgeous  ramshackle landscape of the filmmakers motherland|1.0
7429|shanghai ghetto  much stranger than any fiction  brings this unknown slice of history affectingly to life|1.0
7430|worse than silence of the lambs better than hannibal|1.0
7431|whether or not you buy mr  broomfields findings  the film acquires an undeniable entertainment value as the slight  pale mr  broomfield continues to force himself on people and into situations that would make lesser men run for cover|1.0
7432|it is that rare combination of bad writing  bad direction and bad acting  the trifecta of badness|0.0
7433|the films stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the films production design|0.0
7434|a tedious parable about honesty and good sportsmanship|0.0
7435|everything  even life on an aircraft carrier  is sentimentalized|0.0
7436|what makes the movie a comedy is the way it avoids the more serious emotions involved|1.0
7437|the character is too forced and overwritten to be funny or believable much of the time  and clayburgh doesnt always improve the overthetop mix|0.0
7438|its the sweet cinderella story that  pretty woman  wanted to be|1.0
7439|the problem with this film is that it lacks focus  i sympathize with the plight of these families  but the movie doesnt do a very good job conveying the issue at hand|0.0
7440|there isnt nearly enough fun here  despite the presence of some appealing ingredients|0.0
7441|if a few good men told us that we  cant handle the truth  than high crimes poetically states at one point in this movie that we  dont care about the truth|0.0
7442|this starts off with a 1950s doris day feel and it gets very ugly  very fast  the first five minutes will have you talking til the end of the year|1.0
7443|enjoyably dumb  sweet  and intermittently hilarious  if youve a taste for the quirky  steal a glimpse|1.0
7444|the unique tugofwar with viewer expectations is undeniable  if not a pleasure in its own right|1.0
7445|a fascinating and fun film|1.0
7446|personal velocity ought to be exploring these womens inner lives  but it never moves beyond their surfaces|0.0
7447|hawns characteris so bluntly written  without a trace of sentimentality  and so blisteringly defined  that every other character seems overlooked and underwritten|1.0
7448|certainly not a good movie  but it wasnt horrible either|0.0
7449|as satisfyingly odd and intriguing a tale as it was a century and a half ago    has a delightfully dour  deadpan tone and stylistic consistency|1.0
7450|while obviously an extremely personal work  it remains inextricably stuck in an emotionally unavailable rut|0.0
7451|drug abuse  infidelity and death arent usually comedy fare  but turpins film allows us to chuckle through the angst|1.0
7452|bibbidybobbidibland|0.0
7453|if youre a wwf fan  or you related to the people who watched the robots getting butchered in a  i   youll probably like rollerball|0.0
7454|a taut  intelligent psychological drama|1.0
7455|the movie is for fans who cant stop loving anime  and the fanatical excess built into it|1.0
7456|the movies progression into rambling incoherence gives new meaning to the phrase fatal script error|0.0
7457|a brutal and funny work  nicole holofcenter  the insightful writerdirector responsible for this illuminating comedy doesnt wrap the proceedings up neatly but the ideas tie together beautifully|1.0
7458|narc is all menace and atmosphere|0.0
7459|while some of the camera work is interesting  the films midtolow budget is betrayed by the surprisingly shoddy makeup work|0.0
7460|the cinematic equivalent of patronizing a bar favored by pretentious  untalented artistes who enjoy moaning about their cruel fate|0.0
7461|stale first act  scrooge story  blatant product placement  some very good comedic songs  strong finish  dumb fart jokes|0.0
7462|this is not chabrols best  but even his lesser works outshine the best some directors can offer|1.0
7463|much credit must be given to the watercamera operating team of don king  sonny miller  and michael stewart  their work is fantastic|1.0
7464|taken purely as an exercise in style  this oppressively gloomy technohorror clambake is impossible to ignore  but as a movie  its a humorless  disjointed mess|0.0
7465|de oliveira creates an emotionally rich  poetically plump and visually fulsome  but never showy  film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli|1.0
7466|a boring  wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater|0.0
7467|american chai encourages rueful laughter at stereotypes only an indianamerican would recognize  and the lesson  in the end  is nothing new|0.0
7468|an unexpectedly sweet story of sisterhood|1.0
7469|a goodnatured ensemble comedy that tries hard to make the most of a bumper cast  but never quite gets off the ground|0.0
7470|cox is far more concerned with aggrandizing madness  not the man  and the results might drive you crazy|0.0
7471|the pitch must have read like a discarded house beautiful spread|1.0
7472|it aint art  by a long shot  but unlike last years lame musketeer  this dumas adaptation entertains|1.0
7473|the heedless impetuousness of youth is on full  irritating display in this meandering and pointless french comingofage import from writerdirector annesophie birot|0.0
7474|the plots clearly mythic structure may owe more to disneys strong sense of formula than to the original story  but while the highly predictable narrative falls short  treasure planet is truly gorgeous to behold|0.0
7475|we may get the full visceral impact of a ruthless army on the warpath but no sense of the devilish complexity of the balkans conflict|0.0
7476|hypnotically dull  relentlessly downbeat  laughably predictable wail pitched to the cadence of a depressed fifteenyearolds suicidal poetry|0.0
7477|on guard   wont be placed in the pantheon of the best of the swashbucklers but it is a whole lot of fun and you get to see the one of the worlds best actors  daniel auteuil  have a whale of a good time|1.0
7478|you see robin williams and psycho killer  and you think  hmmmmm  you see the movie and you think  zzzzzzzzz|0.0
7479|any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes  like a marathon runner trying to finish a race  you need a constant influx of liquid just to get through it|0.0
7480|blade ii is more enjoyable than the original|1.0
7481|quite frankly  i cant see why any actor of talent would ever work in a mcculloch production again if they looked at how this movie turned out|0.0
7482|sunk by way too much indulgence of scenechewing  teethgnashing actorliness|0.0
7483|a beautifully shot but dull and ankledeep epic|0.0
7484|my response to the film is best described as lukewarm  maybe i found the proceedings a little bit too conventional|0.0
7485|a suffocating rapepayback horror show that hinges on the subgenres most enabling victim    and an ebullient affection for industrialmodel meat freezers|0.0
7486|never having seen the first two films in the series  i cant compare friday after next to them  but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days|0.0
7487|i like my christmas movies with more elves and snow and less pimps and hos|0.0
7488|adams  with four scriptwriters  takes care with the characters  who are so believable that you feel what they feel|1.0
7489|if you can keep your eyes open amid all the blood and gore  youll see del toro has brought unexpected gravity to blade ii|1.0
7490|this is unusual  foodforthought cinema thats as entertaining as it is instructive|1.0
7491|piccolis performance is amazing  yes  but the symbols of loss and denial and lifeatarmslength in the film seem irritatingly transparent|0.0
7492|an exceptionally acted  quietly affecting cop drama|1.0
7493|just like hearsts enormous yacht  its slow and unwieldy and takes a long time to reach its destination|0.0
7494|like any good romance  son of the bride  proves its never too late to learn|1.0
7495|too many scenarios in which the hero might have an opportunity to triumphantly sermonize  and too few that allow us to wonder for ourselves if things will turn out okay|0.0
7496|lends itself to the narcotizing bland  sinister  though not nearly so sinister as the biennial disney girl movie  machinations of the biennial disney boy movie|1.0
7497|this is an exercise in chilling style  and twohy films the sub  inside and out  with an eye on preserving a sense of mystery|1.0
7498|sams selfflagellation is more depressing than entertaining|0.0
7499|no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise|0.0
7500|its been 20 years since 48 hrs  made eddie murphy a movie star and the man hasnt aged a day  but his showboating wisecracker stock persona sure is getting old|0.0
7501|the chateau    is less concerned with cultural and political issues than doting on its eccentric characters|0.0
7502|it uses some of the figures from the reallife story to portray themselves in the film  the result is a powerful  naturally dramatic piece of lowbudget filmmaking|1.0
7503|more than their unique residences  home movie is about the people who live in them  who have carved their own comfortable niche in the world and have been kind enough to share it|1.0
7504|the saturation bombing of reggios images and glass evocative music    ultimately leaves viewers with the task of divining meaning|1.0
7505|who is this movie for  not kids  who dont need the lesson in repugnance  its also not smart or barbed enough for older viewers  not everyone thinks poopoo jokes are edgy|0.0
7506|i kept wishing i was watching a documentary about the wartime navajos and what they accomplished instead of all this specious hollywood hooha|0.0
7507|kirshner and monroe seem to be in a contest to see who can outbadact the other   kirshner wins  but its close|0.0
7508|it may not be a great piece of filmmaking  but its power comes from its soulseye view of how wellmeaning patronizing masked a social injustice  at least as represented by this case|1.0
7509|a film in a class with spike lees masterful do the right thing|1.0
7510|a wellmade and often lovely depiction of the mysteries of friendship|1.0
7511|if youre a crocodile hunter fan  youll enjoy at least the  real  portions of the film  if youre looking for a story  dont bother|0.0
7512|a confident  richly acted  emotionally devastating piece of work and 2002s first great film|1.0
7513|the logic of it all will be greek to anyone not predisposed to the movies rude and crude humor|0.0
7514|laskers canny  meditative script distances sex and love  as byron and luther    realize they cant get no satisfaction without the latter|1.0
7515|about a boy vividly recalls the cary grant of room for one more  houseboat and father goose in its affectionate depiction of the gentle war between a reluctant  irresponsible man and the kid who latches onto him|1.0
7516|talky  artificial and opaque    an interesting technical exercise  but a tedious picture|0.0
7517|the magic of the film lies not in the mysterious spring but in the richness of its performances|1.0
7518|bill morrisons decasia is uncompromising  difficult and unbearably beautiful|1.0
7519|even better than the first one|1.0
7520|a romantic comedy  yes  but one with characters who think and talk about their goals  and are working on hard decisions|1.0
7521|drives for the same kind of bittersweet  conciliatory tone that three seasons achieved but loses its way in rhetorical excess and blatant sentimentality|0.0
7522|a banal  virulently unpleasant excuse for a romantic comedy|0.0
7523|muddled  trashy and incompetent|0.0
7524|droll capercomedy remake of  big deal on madonna street  thats a sly  amusing  laughfilled little gem in which the ultimate  bellini  begins to look like a  real kaputschnik|1.0
7525|the vistas are sweeping and the acting is far from painful|1.0
7526|as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement|1.0
7527|the rare movie thats as crisp and to the point as the novel on which its based|1.0
7528|might best be enjoyed as a daytime soaper|0.0
7529|glib  satirical documentary that fudges facts  makes facile points and engages in the cinematic equivalent of tabloid journalism|0.0
7530|the movie is a blast of educational energy  as bouncy animation and catchy songs escort you through the entire 85 minutes|1.0
7531|the film brilliantly shines on all the characters  as the direction is intelligently accomplished|1.0
7532|there has been much puzzlement among critics about what the election symbolizes  i believe the message is in the messenger  the agent is a woman|1.0
7533|oh  its extreme  all right  extremely dumb  extremely confusing  extremely boring|0.0
7534|like its title character  esther kahn is unusual but unfortunately also irritating|0.0
7535|the film is powerful  accessible and funny  you wont miss its messages  but youll be entertained as well|1.0
7536|alternative medicine obviously has its merits    but ayurveda does the field no favors|0.0
7537|plot holes so large and obvious a marching band might as well be stomping through them in clown clothes  playing a college football fight song on untuned instruments|0.0
7538|the good thing  the only good thing  about extreme ops is that its so inane that it gave me plenty of time to ponder my thanksgiving todo list|0.0
7539|a picture as erratic as its central character|0.0
7540|demmes loose approach kills the suspense|0.0
7541|too silly to be frightening  too stolid to be funny  it projects the same lazy affability as its nominal star  david arquette|0.0
7542|a tremendous piece of work|1.0
7543|the only young people who possibly will enjoy it are infants    who might be distracted by the movies quick movements and sounds|0.0
7544|nearly surreal  dabbling in french  this is no simple movie  and youll be taking a risk if you choose to see it  i enjoyed the ride  bumps and all   creamy depth  and ultimate theme|1.0
7545|full of witless jokes  dealing in broad stereotypes and outrageously unbelievable scenarios  and saddled with a general air of misogyny|0.0
7546|in the end  all you can do is admire the ensemble players and wonder what the point of it is|0.0
7547|an offbeat  sometimes gross and surprisingly appealing animated film about the true meaning of the holidays|1.0
7548|city by the sea is a gritty police thriller with all the dysfunctional family dynamics one could wish for  but how it washed out despite all of that is the projects prime mystery|0.0
7549|even on its own ludicrous terms  the sum of all fears generates little narrative momentum  and invites unflattering comparisons to other installments in the ryan series|0.0
7550|a sundrenched masterpiece  part parlor game  part psychological case study  part droll social satire|1.0
7551|director juan jose campanella could have turned this into an argentine retread of  iris  or  american beauty   but instead pulls a little from each film and creates something more beautiful than either of those films|1.0
7552|montias    pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky  but not stereotyped  street characters|1.0
7553|merchant effectively translates naipauls lively mix of characters from the page to screen|1.0
7554|more likely to have you scratching your head than hiding under your seat|0.0
7555|the best way to hope for any chance of enjoying this film is by lowering your expectations  then lower them a bit more|0.0
7556|matteis underdeveloped effort here is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from stock character camp  a drowsy drama infatuated by its own pretentious selfexamination|0.0
7557|the balkans provide the obstacle course for the love of a good woman|0.0
7558|to the degree that ivans xtc  works  its thanks to hustons revelatory performance|1.0
7559|a mild  reluctant  thumbs down|0.0
7560|an earnest  roughshod document  it serves as a workable primer for the regions recent history  and would make a terrific 10thgrade learning tool|1.0
7561|guaranteed to move anyone who ever shook  rattled  or rolled|1.0
7562|the film has a kind of hard  cold effect|1.0
7563|the film is exhilarating to watch because sandler  liberated from the constraints of formula  reveals unexpected depths as an actor|1.0
7564|labute was more fun when his characters were torturing each other psychologically and talking about their genitals in public|0.0
7565|a halfassed film|0.0
7566|two hours fly by  operas a pleasure when you dont have to endure intermissions  and even a novice to the form comes away exhilarated|1.0
7567|visually striking and viscerally repellent|1.0
7568|despite her relentless vim and winsome facial symmetry  witherspoon is just too dialedup to be americas sweetheart|0.0
7569|a truly wonderful tale combined with stunning animation|1.0
7570|comes    uncomfortably close to coasting in the treads of the bicycle thief|0.0
7571|charlize chases kevin with a gun  courtney chases stuart with a cell phone  the sound of gunfire and cell phones ringing|0.0
7572|the whole thing plays like a tired tyco ad|0.0
7573|an actionthriller of the finest kind  evoking memories of day of the jackal  the french connection  and heat|1.0
7574|ararat feels like a book report|0.0
7575|an average kidempowerment fantasy with slightly aboveaverage brains|1.0
7576|really is a panamerican movie  with moments of genuine insight into the urban heart|1.0
7577|if you think its a riot to see rob schneider in a young womans clothes  then youll enjoy the hot chick|0.0
7578|snoots will no doubt rally to its cause  trotting out threadbare standbys like masterpiece and triumph and all that malarkey  but rarely does an established filmmaker so ardently waste viewers time with a gobbler like this|0.0
7579|mindless yet impressively lean spinoff of last summers bloated effects fest the mummy returns|0.0
7580|illconsidered  unholy hokum|0.0
7581|manages to accomplish what few sequels can  it equals the original and in some ways even betters it|1.0
7582|theres something unintentionally comic in the films drumbeat about authenticity  given the stale plot and pornographic way the film revels in swank apartments  clothes and parties|0.0
7583|petes screenplay manages to find that real natural  evenflowing tone that few movies are able to accomplish|1.0
7584|this is a great subject for a movie  but hollywood has squandered the opportunity  using it as a prop for warmedover melodrama and the kind of choreographed mayhem that director john woo has built his career on|0.0
7585|due to stodgy  soap operaish dialogue  the rest of the cast comes across as stick figures reading lines from a teleprompter|0.0
7586|it provides an honest look at a community striving to anchor itself in new grounds|1.0
7587|its a bad sign when youre rooting for the film to hurry up and get to its subjects deaths just so the documentary will be over  but its indicative of how uncompelling the movie is unless it happens to cover your particular area of interest|0.0
7588|leigh isnt breaking new ground  but he knows how a daily grind can kill love|1.0
7589|a moving  if uneven  success|1.0
7590|borrows from other movies like it in the most ordinary and obvious fashion|0.0
7591|a movie of technical skill and rare depth of intellect and feeling|1.0
7592|this is one of mr  chabrols subtlest works  but also one of his most uncanny|1.0
7593|despite a performance of sustained intelligence from stanford and another of subtle humour from bebe neuwirth  as an older woman who seduces oscar  the film founders on its lack of empathy for the social milieu  rich new york intelligentsia  and its off|0.0
7594|seagal is painfully foolish in trying to hold onto whats left of his passe chopsocky glory|0.0
7595|tony gaytons script doesnt give us anything we havent seen before  but director d  j  carusos grimy visual veneer and kilmers absorbing performance increase the gravitational pull considerably|1.0
7596|little more than a frothy vanity project|0.0
7597|a fastpaced  glitzy but extremely silly piece|0.0
7598|so devoid of pleasure or sensuality that it cannot even be dubbed hedonistic|0.0
7599|little more than a wellmounted history lesson|0.0
7600|abderrahmane sissakos heremakono  waiting for happiness  is an elegiac portrait of a transit city on the west african coast struggling against foreign influences|1.0
7601|dull  lifeless  and amateurishly assembled|0.0
7602|whole stretches of the film may be incomprehensible to moviegoers not already clad in basic black|0.0
7603|the nicest thing that can be said about stealing harvard  which might have been called freddy gets molested by a dog  is that its not as obnoxious as tom greens freddie got fingered|0.0
7604|shunji iwais all about lily chou chou is a beautifully shot  but ultimately flawed film about growing up in japan|0.0
7605|matthew mcconaughey tries  and fails  to control the screen with swaggering machismo and overthetop lunacy|0.0
7606|the chateau has one very funny joke and a few other decent ones  but all it amounts to is a mildly funny  sometimes tedious  ultimately insignificant film|0.0
7607|for all of its insights into the dream world of teen life  and its electronic expression through cyber culture  the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 12hour running time|0.0
7608|its a work by an artist so in control of both his medium and his message that he can improvise like a jazzman|1.0
7609|there is greatness here|1.0
7610|hupperts superbly controlled display of murderous vulnerability ensures that malice has a very human face|1.0
7611|gondrys direction is adequate    but what gives human nature its unique feel is kaufmans script|1.0
7612|dont expect any subtlety from this latest entry in the increasingly threadbare grossout comedy cycle|0.0
7613|the 1960s rebellion was misdirected  you cant fight your culture|1.0
7614|ns gosta muito de as duas torres|1.0
7615|the picture runs a mere 84 minutes  but its no glance  its a headturner  thoughtfully written  beautifully read and  finally  deeply humanizing|1.0
7616|adaptation is simply brilliant|1.0
7617|schepisi  aided by a cast that seems to include every topnotch british actor who did not appear in gosford park  as well as one  ms  mirren  who did   has succeeded beyond all expectation|1.0
7618|stitch is a bad mannered  ugly and destructive little      no cute factor here  not that i mind ugly  the problem is he has no character  loveable or otherwise|0.0
7619|its excessively quirky and a little underconfident in its delivery  but otherwise this is the best old neighborhood project since christopher walken kinda romanced cyndi lauper in the opportunists|1.0
7620|witless and utterly pointless|0.0
7621|hope keeps arising that the movie will live up to the apparent skills of its makers and the talents of its actors  but it doesnt|0.0
7622|a triumph  relentless and beautiful in its downbeat darkness|1.0
7623|not only better than its predecessor  it may rate as the most magical and most fun family fare of this or any recent holiday season|1.0
7624|a surprisingly flat retread  hobbled by halfbaked setups and sluggish pacing|0.0
7625|its a hoot watching the rock chomp on jumbo ants  pull an arrow out of his back  and leap unscathed through raging fire|1.0
7626|a sometimes incisive and sensitive portrait that is undercut by its awkward structure and a final veering toward melodrama|0.0
7627|this ecologically minded  wildlife friendly film teaches good ethics while entertaining with its unconventionally wacky but loving family|1.0
7628|this peptalk for faith  hope and charity does little to offend  but if saccharine earnestness were a crime  the films producers would be in the clink for life|0.0
7629|oldfashioned but thoroughly satisfying entertainment|1.0
7630|plays like one long  meandering sketch inspired by the works of john waters and todd solondz  rather than a fully developed story|0.0
7631|siegel and cowriters lisa bazadona and grace woodard have relied too much on convention in creating the characters who surround frankie|0.0
7632|the question hanging over the time machine is not  as the main character suggests  what if   but rather  how can you charge money for this|0.0
7633|the locations go from stark desert to gorgeous beaches  the story plays out slowly  but the characters are intriguing and realistic|1.0
7634|the additional storyline is interesting and entertaining  but it doesnt have the same magical quality as the beginning of the story  i like the new footage and still love the old stuff|1.0
7635|a remarkable 179minute meditation on the nature of revolution|1.0
7636|thirty years ago  it would have been groundbreaking  now its just tired|0.0
7637|a fitfully amusing romp that  if nothing else  will appeal to fans of malcolm in the middle and its pubescent star  frankie muniz|0.0
7638|the entire movie is in need of a scented bath|0.0
7639|the essential problem in orange county is that  having created an unusually vivid set of characters worthy of its strong cast  the film flounders when it comes to giving them something to do|0.0
7640|fontaines direction  especially her agreeably startling use of closeups and her grace with a moving camera  creates sheerly cinematic appeal|1.0
7641|chicago is sophisticated  brash  sardonic  completely joyful in its execution|1.0
7642|snow dogs finds its humour in a black man getting humiliated by a pack of dogs who are smarter than him|0.0
7643|matrixstyle massacres erupt throughout    but the movie has a tougher time balancing its violence with kafkainspired philosophy|0.0
